Participant,group,item,type,condition,answer_correct,response,RT
8624,1,22,filler,TF,no,J,4263
8624,1,1,standard,TT,yes,F,5802
8624,1,8,standard,TT,yes,F,4182
8624,1,15,biscuit,FT,depends,J,3028
8624,1,21,filler,FT,no,J,3865
8624,1,12,biscuit,TF,no,F,4289
8624,1,5,standard,TT,yes,F,2831
8624,1,6,standard,FT,depends,J,3175
8624,1,25,filler,TT,yes,F,4436
8624,1,10,biscuit,TT,yes,F,2956
8624,1,9,standard,FT,depends,J,3840
8624,1,23,filler,TT,yes,F,3895
8624,1,17,biscuit,TF,no,J,2847
8624,1,20,filler,TT,yes,F,4674
8624,1,7,standard,TT,yes,F,3496
8624,1,18,biscuit,FT,depends,F,3843
8624,1,2,standard,TF,no,J,2973
8624,1,27,filler,FT,no,F,4313
8624,1,13,biscuit,TT,yes,F,4676
8624,1,11,biscuit,TF,no,J,3711
8624,1,24,filler,FT,no,J,3859
8624,1,4,standard,TT,yes,F,2841
8624,1,3,standard,FT,depends,J,4053
8624,1,26,filler,TF,no,J,4186
8624,1,16,biscuit,FT,depends,F,4600
8624,1,14,biscuit,TF,no,J,3478
8624,1,19,filler,TF,no,J,3161
4277,1,22,filler,TF,no,J,5074
4277,1,1,standard,TT,yes,F,5515
4277,1,8,standard,TT,yes,F,4880
4277,1,15,biscuit,FT,depends,F,5371
4277,1,21,filler,FT,no,J,7518
4277,1,12,biscuit,TF,no,J,6231
4277,1,5,standard,TT,yes,F,5112
4277,1,6,standard,FT,depends,J,5424
4277,1,25,filler,TT,yes,F,5541
4277,1,10,biscuit,TT,yes,F,4622
4277,1,9,standard,FT,depends,J,4653
4277,1,23,filler,TT,yes,F,5303
4277,1,17,biscuit,TF,no,J,4784
4277,1,20,filler,TT,yes,J,5780
4277,1,7,standard,TT,yes,F,5060
4277,1,18,biscuit,FT,depends,J,5803
4277,1,2,standard,TF,no,J,6357
4277,1,27,filler,FT,no,J,6933
4277,1,13,biscuit,TT,yes,F,7992
4277,1,11,biscuit,TF,no,J,5718
4277,1,24,filler,FT,no,J,5536
4277,1,4,standard,TT,yes,F,4958
4277,1,3,standard,FT,depends,J,4946
4277,1,26,filler,TF,no,J,5465
4277,1,16,biscuit,FT,depends,J,6207
4277,1,14,biscuit,TF,no,J,6360
4277,1,19,filler,TF,no,J,5145
3447,2,22,filler,TT,yes,F,7177
3447,2,1,standard,TF,no,F,5858
3447,2,8,standard,FT,depends,J,4707
3447,2,15,biscuit,TT,yes,J,6202
3447,2,21,filler,TT,yes,F,4161
3447,2,12,biscuit,TT,yes,F,6095
3447,2,5,standard,FT,depends,J,6204
3447,2,6,standard,TT,yes,F,4570
3447,2,25,filler,TF,no,J,5513
3447,2,10,biscuit,TF,no,J,4858
3447,2,9,standard,TT,yes,J,4679
3447,2,23,filler,TT,yes,J,7356
3447,2,17,biscuit,FT,depends,F,4279
3447,2,20,filler,FT,no,J,7202
3447,2,7,standard,TF,no,F,5551
3447,2,18,biscuit,TT,yes,F,9929
3447,2,2,standard,FT,depends,J,4071
3447,2,27,filler,TT,yes,F,6824
3447,2,13,biscuit,TF,no,J,5294
3447,2,11,biscuit,FT,depends,J,5533
3447,2,24,filler,TF,no,J,6671
3447,2,4,standard,TF,no,J,5575
3447,2,3,standard,TT,yes,F,4155
3447,2,26,filler,FT,no,J,9753
3447,2,16,biscuit,TF,no,J,6158
3447,2,14,biscuit,FT,depends,F,8610
3447,2,19,filler,TT,yes,F,5391
6809,3,22,filler,TT,yes,F,1909
6809,3,1,standard,FT,depends,J,2824
6809,3,8,standard,TF,no,F,2003
6809,3,15,biscuit,TF,no,J,2803
6809,3,21,filler,TT,yes,F,2651
6809,3,12,biscuit,FT,depends,F,2996
6809,3,5,standard,TF,no,J,1699
6809,3,6,standard,TF,no,J,1408
6809,3,25,filler,FT,no,F,3512
6809,3,10,biscuit,FT,depends,F,2391
6809,3,9,standard,TF,no,J,2445
6809,3,23,filler,TF,no,J,3044
6809,3,17,biscuit,TT,yes,F,2787
6809,3,20,filler,TT,yes,F,2972
6809,3,7,standard,FT,depends,J,3476
6809,3,18,biscuit,TF,no,J,5859
6809,3,2,standard,TT,yes,F,1896
6809,3,27,filler,TT,yes,F,3069
6809,3,13,biscuit,FT,depends,F,4178
6809,3,11,biscuit,TT,yes,F,3174
6809,3,24,filler,TT,yes,F,2389
6809,3,4,standard,FT,depends,J,3082
6809,3,3,standard,TF,no,J,2206
6809,3,26,filler,TT,yes,F,2165
6809,3,16,biscuit,TT,yes,F,2515
6809,3,14,biscuit,TT,yes,F,2060
6809,3,19,filler,FT,no,F,1776
3474,3,22,filler,TT,yes,F,6524
3474,3,1,standard,FT,depends,J,4026
3474,3,8,standard,TF,no,J,4401
3474,3,15,biscuit,TF,no,J,4338
3474,3,21,filler,TT,yes,F,4385
3474,3,12,biscuit,FT,depends,F,4370
3474,3,5,standard,TF,no,J,4139
3474,3,6,standard,TF,no,J,2867
3474,3,25,filler,FT,no,J,4306
3474,3,10,biscuit,FT,depends,J,2105
3474,3,9,standard,TF,no,F,5792
3474,3,23,filler,TF,no,J,6538
3474,3,17,biscuit,TT,yes,J,6053
3474,3,20,filler,TT,yes,F,6938
3474,3,7,standard,FT,depends,J,3641
3474,3,18,biscuit,TF,no,J,5946
3474,3,2,standard,TT,yes,F,4001
3474,3,27,filler,TT,yes,F,4497
3474,3,13,biscuit,FT,depends,J,6005
3474,3,11,biscuit,TT,yes,F,5155
3474,3,24,filler,TT,yes,F,6194
3474,3,4,standard,FT,depends,J,3601
3474,3,3,standard,TF,no,J,5225
3474,3,26,filler,TT,yes,F,4426
3474,3,16,biscuit,TT,yes,J,9322
3474,3,14,biscuit,TT,yes,F,6522
3474,3,19,filler,FT,no,J,8382
4103,3,22,filler,TT,yes,F,5559
4103,3,1,standard,FT,depends,J,6119
4103,3,8,standard,TF,no,J,5270
4103,3,15,biscuit,TF,no,J,4542
4103,3,21,filler,TT,yes,F,3943
4103,3,12,biscuit,FT,depends,F,7294
4103,3,5,standard,TF,no,J,8638
4103,3,6,standard,TF,no,J,3566
4103,3,25,filler,FT,no,F,6065
4103,3,10,biscuit,FT,depends,F,5662
4103,3,9,standard,TF,no,J,4936
4103,3,23,filler,TF,no,F,4734
4103,3,17,biscuit,TT,yes,F,12775
4103,3,20,filler,TT,yes,F,5591
4103,3,7,standard,FT,depends,J,5959
4103,3,18,biscuit,TF,no,J,4968
4103,3,2,standard,TT,yes,F,2222
4103,3,27,filler,TT,yes,F,5622
4103,3,13,biscuit,FT,depends,J,5033
4103,3,11,biscuit,TT,yes,F,9847
4103,3,24,filler,TT,yes,F,4471
4103,3,4,standard,FT,depends,F,3078
4103,3,3,standard,TF,no,J,5463
4103,3,26,filler,TT,yes,F,18703
4103,3,16,biscuit,TT,yes,F,5422
4103,3,14,biscuit,TT,yes,F,7030
4103,3,19,filler,FT,no,J,7690
7714,2,22,filler,TT,yes,F,3462
7714,2,1,standard,TF,no,J,2962
7714,2,8,standard,FT,depends,F,4186
7714,2,15,biscuit,TT,yes,F,2847
7714,2,21,filler,TT,yes,F,2853
7714,2,12,biscuit,TT,yes,F,3280
7714,2,5,standard,FT,depends,F,3807
7714,2,6,standard,TT,yes,F,4425
7714,2,25,filler,TF,no,J,4920
7714,2,10,biscuit,TF,no,J,4383
7714,2,9,standard,TT,yes,F,3514
7714,2,23,filler,TT,yes,F,4848
7714,2,17,biscuit,FT,depends,F,4438
7714,2,20,filler,FT,no,F,6371
7714,2,7,standard,TF,no,J,4444
7714,2,18,biscuit,TT,yes,F,3650
7714,2,2,standard,FT,depends,J,5127
7714,2,27,filler,TT,yes,F,9204
7714,2,13,biscuit,TF,no,J,4417
7714,2,11,biscuit,FT,depends,F,5341
7714,2,24,filler,TF,no,J,8734
7714,2,4,standard,TF,no,J,3355
7714,2,3,standard,TT,yes,F,3784
7714,2,26,filler,FT,no,F,4532
7714,2,16,biscuit,TF,no,J,4648
7714,2,14,biscuit,FT,depends,F,7188
7714,2,19,filler,TT,yes,F,4169
351,3,22,filler,TT,yes,F,7726
351,3,1,standard,FT,depends,J,4019
351,3,8,standard,TF,no,J,3782
351,3,15,biscuit,TF,no,J,2980
351,3,21,filler,TT,yes,F,4131
351,3,12,biscuit,FT,depends,J,4129
351,3,5,standard,TF,no,J,4033
351,3,6,standard,TF,no,J,2550
351,3,25,filler,FT,no,F,3854
351,3,10,biscuit,FT,depends,F,7404
351,3,9,standard,TF,no,J,3247
351,3,23,filler,TF,no,J,6610
351,3,17,biscuit,TT,yes,F,5697
351,3,20,filler,TT,yes,F,4883
351,3,7,standard,FT,depends,J,3093
351,3,18,biscuit,TF,no,J,4432
351,3,2,standard,TT,yes,F,3815
351,3,27,filler,TT,yes,F,5079
351,3,13,biscuit,FT,depends,J,4795
351,3,11,biscuit,TT,yes,F,9653
351,3,24,filler,TT,yes,F,3564
351,3,4,standard,FT,depends,J,2797
351,3,3,standard,TF,no,J,4954
351,3,26,filler,TT,yes,F,4919
351,3,16,biscuit,TT,yes,F,3686
351,3,14,biscuit,TT,yes,F,5710
351,3,19,filler,FT,no,J,4224
7139,2,22,filler,TT,yes,F,4737
7139,2,1,standard,TF,no,J,4305
7139,2,8,standard,FT,depends,F,4643
7139,2,15,biscuit,TT,yes,J,5141
7139,2,21,filler,TT,yes,F,5558
7139,2,12,biscuit,TT,yes,F,4601
7139,2,5,standard,FT,depends,F,2850
7139,2,6,standard,TT,yes,F,3120
7139,2,25,filler,TF,no,J,4320
7139,2,10,biscuit,TF,no,J,5767
7139,2,9,standard,TT,yes,F,3876
7139,2,23,filler,TT,yes,F,3637
7139,2,17,biscuit,FT,depends,F,4282
7139,2,20,filler,FT,no,J,4216
7139,2,7,standard,TF,no,J,3240
7139,2,18,biscuit,TT,yes,F,7029
7139,2,2,standard,FT,depends,J,3429
7139,2,27,filler,TT,yes,J,8070
7139,2,13,biscuit,TF,no,J,3440
7139,2,11,biscuit,FT,depends,J,16896
7139,2,24,filler,TF,no,J,6615
7139,2,4,standard,TF,no,J,3137
7139,2,3,standard,TT,yes,F,3933
7139,2,26,filler,FT,no,F,4468
7139,2,16,biscuit,TF,no,J,4245
7139,2,14,biscuit,FT,depends,F,8951
7139,2,19,filler,TT,yes,F,3813
4906,1,22,filler,TF,no,F,2430
4906,1,1,standard,TT,yes,F,2167
4906,1,8,standard,TT,yes,F,1978
4906,1,15,biscuit,FT,depends,F,2616
4906,1,21,filler,FT,no,F,2682
4906,1,12,biscuit,TF,no,F,4981
4906,1,5,standard,TT,yes,F,2616
4906,1,6,standard,FT,depends,J,3871
4906,1,25,filler,TT,yes,F,3585
4906,1,10,biscuit,TT,yes,F,2737
4906,1,9,standard,FT,depends,J,3034
4906,1,23,filler,TT,yes,F,2990
4906,1,17,biscuit,TF,no,J,2858
4906,1,20,filler,TT,yes,F,6092
4906,1,7,standard,TT,yes,F,3287
4906,1,18,biscuit,FT,depends,F,2792
4906,1,2,standard,TF,no,J,2914
4906,1,27,filler,FT,no,J,4266
4906,1,13,biscuit,TT,yes,F,4497
4906,1,11,biscuit,TF,no,J,3420
4906,1,24,filler,FT,no,F,3112
4906,1,4,standard,TT,yes,F,2309
4906,1,3,standard,FT,depends,J,2430
4906,1,26,filler,TF,no,J,3354
4906,1,16,biscuit,FT,depends,F,2693
4906,1,14,biscuit,TF,no,J,3540
4906,1,19,filler,TF,no,J,2617
4876,1,22,filler,TF,no,J,4828
4876,1,1,standard,TT,yes,F,3608
4876,1,8,standard,TT,yes,F,4367
4876,1,21,filler,FT,no,J,5195
4876,1,15,biscuit,FT,depends,J,6637
4876,1,12,biscuit,TF,no,J,7031
4876,1,5,standard,TT,yes,F,4782
4876,1,6,standard,FT,depends,J,3552
4876,1,25,filler,TT,yes,F,4345
4876,1,10,biscuit,TT,yes,F,4479
4876,1,9,standard,FT,depends,J,4874
4876,1,23,filler,TT,yes,F,4848
4876,1,17,biscuit,TF,no,J,3897
4876,1,20,filler,TT,yes,F,4589
4876,1,7,standard,TT,yes,F,3843
4876,1,18,biscuit,FT,depends,F,4733
4876,1,2,standard,TF,no,J,5038
4876,1,27,filler,FT,no,J,5964
4876,1,13,biscuit,TT,yes,F,8427
4876,1,11,biscuit,TF,no,J,4502
4876,1,24,filler,FT,no,J,6163
4876,1,4,standard,TT,yes,F,4219
4876,1,3,standard,FT,depends,J,3791
4876,1,26,filler,TF,no,J,3857
4876,1,16,biscuit,FT,depends,F,5102
4876,1,14,biscuit,TF,no,J,5049
4876,1,19,filler,TF,no,J,4200
1877,2,22,filler,TT,yes,F,2355
1877,2,1,standard,TF,no,F,1583
1877,2,8,standard,FT,depends,F,1951
1877,2,15,biscuit,TT,yes,F,2699
1877,2,21,filler,TT,yes,F,2279
1877,2,12,biscuit,TT,yes,F,3399
1877,2,5,standard,FT,depends,J,2244
1877,2,6,standard,TT,yes,F,1887
1877,2,25,filler,TF,no,J,3216
1877,2,10,biscuit,TF,no,J,2580
1877,2,9,standard,TT,yes,F,2439
1877,2,23,filler,TT,yes,F,2939
1877,2,17,biscuit,FT,depends,J,2471
1877,2,20,filler,FT,no,J,2979
1877,2,7,standard,TF,no,J,2475
1877,2,18,biscuit,TT,yes,F,2453
1877,2,2,standard,FT,depends,J,2515
1877,2,27,filler,TT,yes,F,3175
1877,2,13,biscuit,TF,no,J,2905
1877,2,11,biscuit,FT,depends,J,2833
1877,2,24,filler,TF,no,J,2687
1877,2,4,standard,TF,no,J,2427
1877,2,3,standard,TT,yes,F,2635
1877,2,26,filler,FT,no,J,3691
1877,2,16,biscuit,TF,no,J,2469
1877,2,14,biscuit,FT,depends,J,3233
1877,2,19,filler,TT,yes,F,2075
9470,1,22,filler,TF,no,J,9125
9470,1,1,standard,TT,yes,F,6339
9470,1,8,standard,TT,yes,F,5677
9470,1,15,biscuit,FT,depends,F,6211
9470,1,21,filler,FT,no,F,4805
9470,1,12,biscuit,TF,no,F,7036
9470,1,5,standard,TT,yes,F,5195
9470,1,6,standard,FT,depends,F,3292
9470,1,25,filler,TT,yes,F,5835
9470,1,10,biscuit,TT,yes,F,3572
9470,1,9,standard,FT,depends,F,3819
9470,1,23,filler,TT,yes,F,4188
9470,1,17,biscuit,TF,no,J,4571
9470,1,20,filler,TT,yes,F,6253
9470,1,7,standard,TT,yes,F,4187
9470,1,18,biscuit,FT,depends,F,5476
9470,1,2,standard,TF,no,J,4644
9470,1,27,filler,FT,no,J,8116
9470,1,13,biscuit,TT,yes,F,4250
9470,1,11,biscuit,TF,no,J,5755
9470,1,24,filler,FT,no,J,7771
9470,1,4,standard,TT,yes,F,3834
9470,1,3,standard,FT,depends,J,6133
9470,1,26,filler,TF,no,J,4603
9470,1,16,biscuit,FT,depends,J,9019
9470,1,14,biscuit,TF,no,J,5770
9470,1,19,filler,TF,no,J,3667
7396,1,22,filler,TF,no,J,6933
7396,1,1,standard,TT,yes,F,5483
7396,1,8,standard,TT,yes,F,4296
7396,1,15,biscuit,FT,depends,J,6147
7396,1,21,filler,FT,no,J,4779
7396,1,12,biscuit,TF,no,F,5860
7396,1,5,standard,TT,yes,F,5084
7396,1,6,standard,FT,depends,J,4172
7396,1,25,filler,TT,yes,F,6531
7396,1,10,biscuit,TT,yes,F,4300
7396,1,9,standard,FT,depends,J,5516
7396,1,23,filler,TT,yes,F,5132
7396,1,17,biscuit,TF,no,J,4277
7396,1,20,filler,TT,yes,J,4427
7396,1,7,standard,TT,yes,F,3332
7396,1,18,biscuit,FT,depends,F,6212
7396,1,2,standard,TF,no,J,4196
7396,1,27,filler,FT,no,J,5636
7396,1,13,biscuit,TT,yes,F,6772
7396,1,11,biscuit,TF,no,J,6068
7396,1,24,filler,FT,no,J,7509
7396,1,4,standard,TT,yes,F,3715
7396,1,3,standard,FT,depends,J,6196
7396,1,26,filler,TF,no,J,5148
7396,1,16,biscuit,FT,depends,F,10325
7396,1,14,biscuit,TF,no,J,7339
7396,1,19,filler,TF,no,J,6620
3617,2,22,filler,TT,yes,F,5028
3617,2,1,standard,TF,no,J,3575
3617,2,8,standard,FT,depends,J,4204
3617,2,15,biscuit,TT,yes,J,4765
3617,2,21,filler,TT,yes,F,5119
3617,2,12,biscuit,TT,yes,F,4958
3617,2,5,standard,FT,depends,J,3901
3617,2,6,standard,TT,yes,F,2734
3617,2,25,filler,TF,no,J,4814
3617,2,10,biscuit,TF,no,J,3967
3617,2,9,standard,TT,yes,F,3546
3617,2,23,filler,TT,yes,F,3522
3617,2,17,biscuit,FT,depends,J,5998
3617,2,20,filler,FT,no,J,11455
3617,2,7,standard,TF,no,J,4363
3617,2,18,biscuit,TT,yes,F,4719
3617,2,2,standard,FT,depends,J,3660
3617,2,27,filler,TT,yes,F,5553
3617,2,13,biscuit,TF,no,J,3387
3617,2,11,biscuit,FT,depends,J,6083
3617,2,24,filler,TF,no,J,3804
3617,2,4,standard,TF,no,J,5309
3617,2,3,standard,TT,yes,F,3134
3617,2,26,filler,FT,no,J,6032
3617,2,16,biscuit,TF,no,J,4769
3617,2,14,biscuit,FT,depends,J,3835
3617,2,19,filler,TT,yes,F,3742
8464,2,22,filler,TT,yes,J,3946
8464,2,1,standard,TF,no,J,6210
8464,2,8,standard,FT,depends,J,4718
8464,2,15,biscuit,TT,yes,F,5783
8464,2,21,filler,TT,yes,F,4743
8464,2,12,biscuit,TT,yes,F,6246
8464,2,5,standard,FT,depends,J,6850
8464,2,6,standard,TT,yes,F,3869
8464,2,25,filler,TF,no,J,4378
8464,2,10,biscuit,TF,no,J,5003
8464,2,9,standard,TT,yes,F,3587
8464,2,23,filler,TT,yes,J,4692
8464,2,17,biscuit,FT,depends,J,4772
8464,2,20,filler,FT,no,J,5763
8464,2,7,standard,TF,no,J,6331
8464,2,18,biscuit,TT,yes,F,4616
8464,2,2,standard,FT,depends,J,3027
8464,2,27,filler,TT,yes,F,6396
8464,2,13,biscuit,TF,no,J,3948
8464,2,11,biscuit,FT,depends,J,7003
8464,2,24,filler,TF,no,J,8195
8464,2,4,standard,TF,no,J,6051
8464,2,3,standard,TT,yes,F,4362
8464,2,26,filler,FT,no,J,6391
8464,2,16,biscuit,TF,no,J,6010
8464,2,14,biscuit,FT,depends,F,9519
8464,2,19,filler,TT,yes,F,4602
1645,3,22,filler,TT,yes,J,6728
1645,3,1,standard,FT,depends,F,3508
1645,3,8,standard,TF,no,J,3879
1645,3,15,biscuit,TF,no,J,3385
1645,3,21,filler,TT,yes,F,4204
1645,3,12,biscuit,FT,depends,J,9958
1645,3,5,standard,TF,no,J,3213
1645,3,6,standard,TF,no,J,2459
1645,3,25,filler,FT,no,F,7453
1645,3,10,biscuit,FT,depends,F,4668
1645,3,9,standard,TF,no,J,3487
1645,3,23,filler,TF,no,F,5278
1645,3,17,biscuit,TT,yes,F,3254
1645,3,20,filler,TT,yes,F,4280
1645,3,7,standard,FT,depends,J,3665
1645,3,18,biscuit,TF,no,J,3953
1645,3,2,standard,TT,yes,F,3102
1645,3,27,filler,TT,yes,F,5129
1645,3,13,biscuit,FT,depends,F,6321
1645,3,11,biscuit,TT,yes,F,3696
1645,3,24,filler,TT,yes,F,3659
1645,3,4,standard,FT,depends,J,3516
1645,3,3,standard,TF,no,J,5016
1645,3,26,filler,TT,yes,F,5813
1645,3,16,biscuit,TT,yes,F,4033
1645,3,14,biscuit,TT,yes,F,4591
1645,3,19,filler,FT,no,J,4056
108,2,22,filler,TT,yes,F,7814
108,2,1,standard,TF,no,J,3567
108,2,8,standard,FT,depends,J,7127
108,2,15,biscuit,TT,yes,F,4541
108,2,21,filler,TT,yes,F,6590
108,2,12,biscuit,TT,yes,F,3704
108,2,5,standard,FT,depends,F,4206
108,2,6,standard,TT,yes,F,6824
108,2,25,filler,TF,no,J,5358
108,2,10,biscuit,TF,no,J,4039
108,2,9,standard,TT,yes,F,4223
108,2,23,filler,TT,yes,F,4110
108,2,17,biscuit,FT,depends,F,3991
108,2,20,filler,FT,no,J,6655
108,2,7,standard,TF,no,J,5319
108,2,18,biscuit,TT,yes,F,8823
108,2,2,standard,FT,depends,J,3655
108,2,27,filler,TT,yes,F,5663
108,2,13,biscuit,TF,no,J,4975
108,2,11,biscuit,FT,depends,F,9342
108,2,24,filler,TF,no,J,5766
108,2,4,standard,TF,no,J,3287
108,2,3,standard,TT,yes,F,3502
108,2,26,filler,FT,no,F,10711
108,2,16,biscuit,TF,no,J,7521
108,2,14,biscuit,FT,depends,F,5171
108,2,19,filler,TT,yes,F,7086
8898,3,22,filler,TT,yes,F,5011
8898,3,1,standard,FT,depends,F,2997
8898,3,8,standard,TF,no,J,4987
8898,3,15,biscuit,TF,no,J,3483
8898,3,21,filler,TT,yes,F,3640
8898,3,12,biscuit,FT,depends,F,8764
8898,3,5,standard,TF,no,J,2860
8898,3,6,standard,TF,no,J,2536
8898,3,25,filler,FT,no,F,4773
8898,3,10,biscuit,FT,depends,F,4806
8898,3,9,standard,TF,no,J,3332
8898,3,23,filler,TF,no,J,4288
8898,3,17,biscuit,TT,yes,F,3599
8898,3,20,filler,TT,yes,F,4635
8898,3,7,standard,FT,depends,J,2347
8898,3,18,biscuit,TF,no,J,6159
8898,3,2,standard,TT,yes,F,3374
8898,3,27,filler,TT,yes,F,9825
8898,3,13,biscuit,FT,depends,F,3221
8898,3,11,biscuit,TT,yes,F,4963
8898,3,24,filler,TT,yes,F,4425
8898,3,4,standard,FT,depends,J,2741
8898,3,3,standard,TF,no,J,3783
8898,3,26,filler,TT,yes,F,4162
8898,3,16,biscuit,TT,yes,F,5513
8898,3,14,biscuit,TT,yes,F,4297
8898,3,19,filler,FT,no,F,4416
3282,1,22,filler,TF,no,J,3371
3282,1,1,standard,TT,yes,F,2755
3282,1,8,standard,TT,yes,F,2818
3282,1,15,biscuit,FT,depends,J,3322
3282,1,21,filler,FT,no,J,3634
3282,1,12,biscuit,TF,no,J,4330
3282,1,5,standard,TT,yes,F,2180
3282,1,6,standard,FT,depends,J,2411
3282,1,25,filler,TT,yes,J,2431
3282,1,10,biscuit,TT,yes,F,2554
3282,1,9,standard,FT,depends,J,2587
