Participant,group,item,type,condition,answer_correct,response,RT
3282,1,23,filler,TT,yes,F,2954
3282,1,17,biscuit,TF,no,J,2664
3282,1,20,filler,TT,yes,F,2420
3282,1,7,standard,TT,yes,F,2165
3282,1,18,biscuit,FT,depends,F,2757
3282,1,2,standard,TF,no,J,3414
3282,1,27,filler,FT,no,J,3669
3282,1,13,biscuit,TT,yes,F,2812
3282,1,11,biscuit,TF,no,F,2408
3282,1,24,filler,FT,no,F,3125
3282,1,4,standard,TT,yes,F,3783
3282,1,3,standard,FT,depends,J,4317
3282,1,26,filler,TF,no,J,4187
3282,1,16,biscuit,FT,depends,J,4618
3282,1,14,biscuit,TF,no,J,2615
3282,1,19,filler,TF,no,J,2550
7361,2,22,filler,TT,yes,F,9334
7361,2,1,standard,TF,no,J,5644
7361,2,8,standard,FT,depends,J,4896
7361,2,15,biscuit,TT,yes,F,5062
7361,2,21,filler,TT,yes,F,3196
7361,2,12,biscuit,TT,yes,F,6341
7361,2,5,standard,FT,depends,J,3736
7361,2,6,standard,TT,yes,F,4270
7361,2,25,filler,TF,no,J,5026
7361,2,10,biscuit,TF,no,J,4408
7361,2,9,standard,TT,yes,F,4614
7361,2,23,filler,TT,yes,F,6828
7361,2,17,biscuit,FT,depends,J,4178
7361,2,20,filler,FT,no,J,6766
7361,2,7,standard,TF,no,J,5431
7361,2,18,biscuit,TT,yes,F,6231
7361,2,2,standard,FT,depends,J,5923
7361,2,27,filler,TT,yes,F,17265
7361,2,13,biscuit,TF,no,J,5050
7361,2,11,biscuit,FT,depends,F,7818
7361,2,24,filler,TF,no,J,4199
7361,2,4,standard,TF,no,J,5312
7361,2,3,standard,TT,yes,F,4587
7361,2,26,filler,FT,no,F,9524
7361,2,16,biscuit,TF,no,J,4580
7361,2,14,biscuit,FT,depends,F,16080
7361,2,19,filler,TT,yes,F,4009
4346,3,22,filler,TT,yes,F,3452
4346,3,1,standard,FT,depends,J,2696
4346,3,8,standard,TF,no,J,2148
4346,3,15,biscuit,TF,no,J,1709
4346,3,21,filler,TT,yes,F,1814
4346,3,12,biscuit,FT,depends,F,3185
4346,3,5,standard,TF,no,J,3981
4346,3,6,standard,TF,no,J,2528
4346,3,25,filler,FT,no,F,2636
4346,3,10,biscuit,FT,depends,F,5617
4346,3,9,standard,TF,no,J,2095
4346,3,23,filler,TF,no,J,2774
4346,3,17,biscuit,TT,yes,F,2500
4346,3,20,filler,TT,yes,F,4276
4346,3,7,standard,FT,depends,J,2752
4346,3,18,biscuit,TF,no,J,4388
4346,3,2,standard,TT,yes,F,2824
4346,3,27,filler,TT,yes,F,2940
4346,3,13,biscuit,FT,depends,J,3324
4346,3,11,biscuit,TT,yes,F,4767
4346,3,24,filler,TT,yes,F,2227
4346,3,4,standard,FT,depends,J,2015
4346,3,3,standard,TF,no,J,2366
4346,3,26,filler,TT,yes,F,2688
4346,3,16,biscuit,TT,yes,F,3896
4346,3,14,biscuit,TT,yes,F,3157
4346,3,19,filler,FT,no,J,2942
2107,3,22,filler,TT,yes,F,2922
2107,3,1,standard,FT,depends,J,2918
2107,3,8,standard,TF,no,J,2787
2107,3,15,biscuit,TF,no,J,2298
2107,3,21,filler,TT,yes,F,3417
2107,3,12,biscuit,FT,depends,F,4070
2107,3,5,standard,TF,no,J,2743
2107,3,6,standard,TF,no,J,2121
2107,3,25,filler,FT,no,F,4444
2107,3,10,biscuit,FT,depends,J,5426
2107,3,9,standard,TF,no,J,3608
2107,3,23,filler,TF,no,J,5117
2107,3,17,biscuit,TT,yes,F,2243
2107,3,20,filler,TT,yes,F,5042
2107,3,7,standard,FT,depends,J,2094
2107,3,18,biscuit,TF,no,J,3916
2107,3,2,standard,TT,yes,F,2950
2107,3,27,filler,TT,yes,F,3522
2107,3,13,biscuit,FT,depends,F,4817
2107,3,11,biscuit,TT,yes,F,4546
2107,3,24,filler,TT,yes,F,3149
2107,3,4,standard,FT,depends,J,2340
2107,3,3,standard,TF,no,J,4537
2107,3,26,filler,TT,yes,F,4959
2107,3,16,biscuit,TT,yes,F,3313
2107,3,14,biscuit,TT,yes,F,2919
2107,3,19,filler,FT,no,J,3962
6161,3,22,filler,TT,yes,F,3151
6161,3,1,standard,FT,depends,J,2908
6161,3,8,standard,TF,no,J,2301
6161,3,15,biscuit,TF,no,J,3246
6161,3,21,filler,TT,yes,F,3163
6161,3,12,biscuit,FT,depends,F,2372
6161,3,5,standard,TF,no,J,1982
6161,3,6,standard,TF,no,J,2162
6161,3,25,filler,FT,no,F,2851
6161,3,10,biscuit,FT,depends,F,6657
6161,3,9,standard,TF,no,J,3062
6161,3,23,filler,TF,no,J,4233
6161,3,17,biscuit,TT,yes,F,3108
6161,3,20,filler,TT,yes,F,4174
6161,3,7,standard,FT,depends,J,2550
6161,3,18,biscuit,TF,no,J,3362
6161,3,2,standard,TT,yes,F,2500
6161,3,27,filler,TT,yes,F,4474
6161,3,13,biscuit,FT,depends,F,2278
6161,3,11,biscuit,TT,yes,F,2189
6161,3,24,filler,TT,yes,F,2564
6161,3,4,standard,FT,depends,J,2416
6161,3,3,standard,TF,no,J,4208
6161,3,26,filler,TT,yes,F,2344
6161,3,16,biscuit,TT,yes,F,4807
6161,3,14,biscuit,TT,yes,F,2328
6161,3,19,filler,FT,no,J,2586
2507,3,22,filler,TT,yes,F,7788
2507,3,1,standard,FT,depends,F,9937
2507,3,8,standard,TF,no,F,15799
2507,3,15,biscuit,TF,no,J,8533
2507,3,21,filler,TT,yes,F,11097
2507,3,12,biscuit,FT,depends,F,9834
2507,3,5,standard,TF,no,J,8018
2507,3,6,standard,TF,no,J,13938
2507,3,25,filler,FT,no,J,9297
2507,3,10,biscuit,FT,depends,F,9165
2507,3,9,standard,TF,no,F,9188
2507,3,23,filler,TF,no,J,12336
2507,3,17,biscuit,TT,yes,J,6709
2507,3,20,filler,TT,yes,J,12211
2507,3,7,standard,FT,depends,J,6177
2507,3,18,biscuit,TF,no,J,15087
2507,3,2,standard,TT,yes,F,7160
2507,3,27,filler,TT,yes,F,9280
2507,3,13,biscuit,FT,depends,F,9319
2507,3,11,biscuit,TT,yes,F,10873
2507,3,24,filler,TT,yes,F,8543
2507,3,4,standard,FT,depends,J,8897
2507,3,3,standard,TF,no,J,18462
2507,3,26,filler,TT,yes,F,7153
2507,3,16,biscuit,TT,yes,F,6367
2507,3,14,biscuit,TT,yes,F,7045
2507,3,19,filler,FT,no,J,7727
3277,1,22,filler,TF,no,J,3389
3277,1,1,standard,TT,yes,F,2990
3277,1,8,standard,TT,yes,F,2334
3277,1,15,biscuit,FT,depends,J,3695
3277,1,21,filler,FT,no,F,3261
3277,1,12,biscuit,TF,no,F,5699
3277,1,5,standard,TT,yes,F,2028
3277,1,6,standard,FT,depends,J,2236
3277,1,25,filler,TT,yes,F,2915
3277,1,10,biscuit,TT,yes,F,2601
3277,1,9,standard,FT,depends,J,3207
3277,1,23,filler,TT,yes,F,2326
3277,1,17,biscuit,TF,no,J,2372
3277,1,20,filler,TT,yes,F,4117
3277,1,7,standard,TT,yes,F,3415
3277,1,18,biscuit,FT,depends,F,3268
3277,1,2,standard,TF,no,J,2140
3277,1,27,filler,FT,no,J,2721
3277,1,13,biscuit,TT,yes,F,4190
3277,1,11,biscuit,TF,no,J,3158
3277,1,24,filler,FT,no,F,2796
3277,1,4,standard,TT,yes,F,2010
3277,1,3,standard,FT,depends,J,2452
3277,1,26,filler,TF,no,J,3385
3277,1,16,biscuit,FT,depends,F,3931
3277,1,14,biscuit,TF,no,J,3457
3277,1,19,filler,TF,no,J,2358
2848,2,22,filler,TT,yes,F,2494
2848,2,1,standard,TF,no,J,3416
2848,2,8,standard,FT,depends,J,2862
2848,2,15,biscuit,TT,yes,F,2288
2848,2,21,filler,TT,yes,F,3011
2848,2,12,biscuit,TT,yes,F,2749
2848,2,5,standard,FT,depends,F,2830
2848,2,6,standard,TT,yes,F,1946
2848,2,25,filler,TF,no,J,2688
2848,2,10,biscuit,TF,no,J,3529
2848,2,9,standard,TT,yes,F,2226
2848,2,23,filler,TT,yes,F,3028
2848,2,17,biscuit,FT,depends,J,3018
2848,2,20,filler,FT,no,J,3594
2848,2,7,standard,TF,no,J,3763
2848,2,18,biscuit,TT,yes,F,4637
2848,2,2,standard,FT,depends,F,2614
2848,2,27,filler,TT,yes,F,3412
2848,2,13,biscuit,TF,no,J,3112
2848,2,11,biscuit,FT,depends,J,4593
2848,2,24,filler,TF,no,J,4780
2848,2,4,standard,TF,no,F,3166
2848,2,3,standard,TT,yes,F,3822
2848,2,26,filler,FT,no,F,3801
2848,2,16,biscuit,TF,no,J,4262
2848,2,14,biscuit,FT,depends,J,4798
2848,2,19,filler,TT,yes,J,4038
205,1,22,filler,TF,no,J,3811
205,1,1,standard,TT,yes,F,1738
205,1,8,standard,TT,yes,F,3210
205,1,15,biscuit,FT,depends,F,3267
205,1,21,filler,FT,no,J,3276
205,1,12,biscuit,TF,no,J,5619
205,1,5,standard,TT,yes,F,2456
205,1,6,standard,FT,depends,J,2628
205,1,25,filler,TT,yes,F,4173
205,1,10,biscuit,TT,yes,F,2878
205,1,9,standard,FT,depends,J,2151
205,1,23,filler,TT,yes,F,2889
205,1,17,biscuit,TF,no,J,2504
205,1,20,filler,TT,yes,F,4138
205,1,7,standard,TT,yes,F,2331
205,1,18,biscuit,FT,depends,F,3958
205,1,2,standard,TF,no,J,2128
205,1,27,filler,FT,no,J,2821
205,1,13,biscuit,TT,yes,F,3452
205,1,11,biscuit,TF,no,J,2775
205,1,24,filler,FT,no,J,2249
205,1,4,standard,TT,yes,F,2908
205,1,3,standard,FT,depends,J,2980
205,1,26,filler,TF,no,F,2353
205,1,16,biscuit,FT,depends,F,3920
205,1,14,biscuit,TF,no,J,3924
205,1,19,filler,TF,no,J,2807
9481,3,22,filler,TT,yes,F,7845
9481,3,1,standard,FT,depends,J,10334
9481,3,8,standard,TF,no,J,8621
9481,3,15,biscuit,TF,no,J,8654
9481,3,21,filler,TT,yes,F,8941
9481,3,12,biscuit,FT,depends,F,10333
9481,3,5,standard,TF,no,J,8067
9481,3,6,standard,TF,no,J,6392
9481,3,25,filler,FT,no,F,5085
9481,3,10,biscuit,FT,depends,J,11093
9481,3,9,standard,TF,no,J,14206
9481,3,23,filler,TF,no,F,14556
9481,3,17,biscuit,TT,yes,F,11676
9481,3,20,filler,TT,yes,J,8559
9481,3,7,standard,FT,depends,F,7293
9481,3,18,biscuit,TF,no,J,8845
9481,3,2,standard,TT,yes,F,10077
9481,3,27,filler,TT,yes,F,9659
9481,3,13,biscuit,FT,depends,F,7527
9481,3,11,biscuit,TT,yes,F,8039
9481,3,24,filler,TT,yes,F,7935
9481,3,4,standard,FT,depends,J,7846
9481,3,3,standard,TF,no,F,8967
9481,3,26,filler,TT,yes,F,7840
9481,3,16,biscuit,TT,yes,F,7755
9481,3,14,biscuit,TT,yes,F,9192
9481,3,19,filler,FT,no,J,7821
4021,3,22,filler,TT,yes,F,7141
4021,3,1,standard,FT,depends,J,9891
4021,3,8,standard,TF,no,J,5292
4021,3,15,biscuit,TF,no,J,7331
4021,3,21,filler,TT,yes,F,6891
4021,3,12,biscuit,FT,depends,F,10227
4021,3,5,standard,TF,no,J,4764
4021,3,6,standard,TF,no,J,4764
4021,3,25,filler,FT,no,F,5388
4021,3,10,biscuit,FT,depends,F,4708
4021,3,9,standard,TF,no,J,5243
4021,3,23,filler,TF,no,J,6740
4021,3,17,biscuit,TT,yes,F,4972
4021,3,20,filler,TT,yes,F,7332
4021,3,7,standard,FT,depends,J,4303
4021,3,18,biscuit,TF,no,J,6773
4021,3,2,standard,TT,yes,F,5892
4021,3,27,filler,TT,yes,F,5443
4021,3,13,biscuit,FT,depends,J,7043
4021,3,11,biscuit,TT,yes,F,5229
4021,3,24,filler,TT,yes,F,5989
4021,3,4,standard,FT,depends,J,5251
4021,3,3,standard,TF,no,J,7053
4021,3,26,filler,TT,yes,F,7156
4021,3,16,biscuit,TT,yes,F,9402
4021,3,14,biscuit,TT,yes,F,4885
4021,3,19,filler,FT,no,J,5913
4758,2,22,filler,TT,yes,F,2719
4758,2,1,standard,TF,no,J,4149
4758,2,8,standard,FT,depends,J,3910
4758,2,15,biscuit,TT,yes,J,4020
4758,2,21,filler,TT,yes,F,2612
4758,2,12,biscuit,TT,yes,F,3669
4758,2,5,standard,FT,depends,J,3320
4758,2,6,standard,TT,yes,F,2355
4758,2,25,filler,TF,no,J,3215
4758,2,10,biscuit,TF,no,J,2525
4758,2,9,standard,TT,yes,F,2528
4758,2,23,filler,TT,yes,F,2589
4758,2,17,biscuit,FT,depends,J,2877
4758,2,20,filler,FT,no,J,5281
4758,2,7,standard,TF,no,J,4196
4758,2,18,biscuit,TT,yes,F,3462
4758,2,2,standard,FT,depends,J,2390
4758,2,27,filler,TT,yes,J,2669
4758,2,13,biscuit,TF,no,J,2164
4758,2,11,biscuit,FT,depends,J,5496
4758,2,24,filler,TF,no,J,2854
4758,2,4,standard,TF,no,J,3242
4758,2,3,standard,TT,yes,F,2870
4758,2,26,filler,FT,no,J,3432
4758,2,16,biscuit,TF,no,J,3118
4758,2,14,biscuit,FT,depends,F,3176
4758,2,19,filler,TT,yes,F,2645
8697,1,22,filler,TF,no,J,3407
8697,1,1,standard,TT,yes,F,2455
8697,1,8,standard,TT,yes,F,2853
8697,1,15,biscuit,FT,depends,J,3775
8697,1,21,filler,FT,no,F,2901
8697,1,12,biscuit,TF,no,J,4222
8697,1,5,standard,TT,yes,F,2454
8697,1,6,standard,FT,depends,F,2255
8697,1,25,filler,TT,yes,F,3575
8697,1,10,biscuit,TT,yes,F,3501
8697,1,9,standard,FT,depends,F,3088
8697,1,23,filler,TT,yes,F,3093
8697,1,17,biscuit,TF,no,J,2919
8697,1,20,filler,TT,yes,F,2646
8697,1,7,standard,TT,yes,F,2182
8697,1,18,biscuit,FT,depends,F,2887
8697,1,2,standard,TF,no,J,2639
8697,1,27,filler,FT,no,F,4368
8697,1,13,biscuit,TT,yes,F,3167
8697,1,11,biscuit,TF,no,J,3864
8697,1,24,filler,FT,no,F,3150
8697,1,4,standard,TT,yes,F,2375
8697,1,3,standard,FT,depends,F,2358
8697,1,26,filler,TF,no,J,3646
8697,1,16,biscuit,FT,depends,F,2719
8697,1,14,biscuit,TF,no,J,3461
8697,1,19,filler,TF,no,J,3007
8910,2,22,filler,TT,yes,F,1911
8910,2,1,standard,TF,no,F,1533
8910,2,8,standard,FT,depends,J,1896
8910,2,15,biscuit,TT,yes,F,2516
8910,2,21,filler,TT,yes,J,2049
8910,2,12,biscuit,TT,yes,F,2781
8910,2,5,standard,FT,depends,F,1426
8910,2,6,standard,TT,yes,F,1371
8910,2,25,filler,TF,no,J,1659
8910,2,10,biscuit,TF,no,J,2456
8910,2,9,standard,TT,yes,F,1991
8910,2,23,filler,TT,yes,F,1591
8910,2,17,biscuit,FT,depends,J,2154
8910,2,20,filler,FT,no,J,1852
8910,2,7,standard,TF,no,J,2346
8910,2,18,biscuit,TT,yes,F,2349
8910,2,2,standard,FT,depends,J,1867
8910,2,27,filler,TT,yes,J,2321
8910,2,13,biscuit,TF,no,J,2727
8910,2,11,biscuit,FT,depends,J,2518
8910,2,24,filler,TF,no,F,1751
8910,2,4,standard,TF,no,J,2071
8910,2,3,standard,TT,yes,F,1856
8910,2,26,filler,FT,no,J,2292
8910,2,16,biscuit,TF,no,F,1509
8910,2,14,biscuit,FT,depends,J,2216
8910,2,19,filler,TT,yes,F,1981
1238,3,22,filler,TT,yes,F,2645
1238,3,1,standard,FT,depends,J,2482
1238,3,8,standard,TF,no,J,2519
1238,3,15,biscuit,TF,no,J,2245
1238,3,21,filler,TT,yes,F,2438
1238,3,12,biscuit,FT,depends,F,2715
1238,3,5,standard,TF,no,J,3268
1238,3,6,standard,TF,no,J,1921
1238,3,25,filler,FT,no,J,3500
1238,3,10,biscuit,FT,depends,F,2763
1238,3,9,standard,TF,no,J,2412
1238,3,23,filler,TF,no,J,3191
1238,3,17,biscuit,TT,yes,F,2749
1238,3,20,filler,TT,yes,J,3455
1238,3,7,standard,FT,depends,F,2873
1238,3,18,biscuit,TF,no,J,4703
1238,3,2,standard,TT,yes,F,2993
1238,3,27,filler,TT,yes,J,2882
1238,3,13,biscuit,FT,depends,J,3942
1238,3,11,biscuit,TT,yes,F,3283
1238,3,24,filler,TT,yes,F,3333
1238,3,4,standard,FT,depends,J,2275
1238,3,3,standard,TF,no,F,3468
1238,3,26,filler,TT,yes,F,3897
1238,3,16,biscuit,TT,yes,F,3016
1238,3,14,biscuit,TT,yes,F,3165
1238,3,19,filler,FT,no,J,2711
5537,2,22,filler,TT,yes,F,9876
5537,2,1,standard,TF,no,J,3926
5537,2,8,standard,FT,depends,J,5997
5537,2,15,biscuit,TT,yes,F,4022
5537,2,21,filler,TT,yes,F,3384
5537,2,12,biscuit,TT,yes,F,4256
5537,2,5,standard,FT,depends,F,3120
5537,2,6,standard,TT,yes,F,3297
5537,2,25,filler,TF,no,J,5064
5537,2,10,biscuit,TF,no,J,3951
5537,2,9,standard,TT,yes,F,3458
5537,2,23,filler,TT,yes,F,4875
5537,2,17,biscuit,FT,depends,F,4393
5537,2,20,filler,FT,no,F,6504
5537,2,7,standard,TF,no,J,3825
5537,2,18,biscuit,TT,yes,F,4360
5537,2,2,standard,FT,depends,J,3546
5537,2,27,filler,TT,yes,J,10271
5537,2,13,biscuit,TF,no,J,3826
5537,2,11,biscuit,FT,depends,F,3184
5537,2,24,filler,TF,no,F,4498
5537,2,4,standard,TF,no,J,4553
5537,2,3,standard,TT,yes,F,5551
5537,2,26,filler,FT,no,F,4443
5537,2,16,biscuit,TF,no,J,5086
5537,2,14,biscuit,FT,depends,F,3545
5537,2,19,filler,TT,yes,F,5938
9412,2,22,filler,TT,yes,F,3551
9412,2,1,standard,TF,no,J,4062
9412,2,8,standard,FT,depends,J,6298
9412,2,15,biscuit,TT,yes,F,3495
9412,2,21,filler,TT,yes,F,2652
9412,2,12,biscuit,TT,yes,F,3327
9412,2,5,standard,FT,depends,F,2968
9412,2,6,standard,TT,yes,F,3373
9412,2,25,filler,TF,no,J,3778
9412,2,10,biscuit,TF,no,J,3101
9412,2,9,standard,TT,yes,F,2823
9412,2,23,filler,TT,yes,F,2899
9412,2,17,biscuit,FT,depends,J,4159
9412,2,20,filler,FT,no,J,6410
9412,2,7,standard,TF,no,J,3080
9412,2,18,biscuit,TT,yes,F,3146
9412,2,2,standard,FT,depends,J,3284
9412,2,27,filler,TT,yes,F,4213
9412,2,13,biscuit,TF,no,J,4017
9412,2,11,biscuit,FT,depends,F,4250
9412,2,24,filler,TF,no,F,5533
9412,2,4,standard,TF,no,J,3148
9412,2,3,standard,TT,yes,F,2967
9412,2,26,filler,FT,no,F,3092
9412,2,16,biscuit,TF,no,J,4892
9412,2,14,biscuit,FT,depends,F,3372
9412,2,19,filler,TT,yes,F,3215
9518,2,22,filler,TT,yes,F,3327
9518,2,1,standard,TF,no,J,2338
9518,2,8,standard,FT,depends,J,3032
9518,2,15,biscuit,TT,yes,F,2871
9518,2,21,filler,TT,yes,F,3106
9518,2,12,biscuit,TT,yes,F,2537
9518,2,5,standard,FT,depends,J,2841
9518,2,6,standard,TT,yes,F,2144
9518,2,25,filler,TF,no,J,3056
9518,2,10,biscuit,TF,no,J,3106
9518,2,9,standard,TT,yes,F,2634
9518,2,23,filler,TT,yes,F,2968
9518,2,17,biscuit,FT,depends,J,2614
9518,2,20,filler,FT,no,J,6062
9518,2,7,standard,TF,no,J,2918
9518,2,18,biscuit,TT,yes,F,3557
9518,2,2,standard,FT,depends,J,2167
9518,2,27,filler,TT,yes,F,3618
9518,2,13,biscuit,TF,no,J,2945
9518,2,11,biscuit,FT,depends,J,3266
9518,2,24,filler,TF,no,J,3470
9518,2,4,standard,TF,no,J,3579
9518,2,3,standard,TT,yes,F,2522
9518,2,26,filler,FT,no,F,2509
9518,2,16,biscuit,TF,no,J,3283
9518,2,14,biscuit,FT,depends,J,3533
9518,2,19,filler,TT,yes,F,2268
3470,1,22,filler,TF,no,J,3751
3470,1,1,standard,TT,yes,F,3031
3470,1,8,standard,TT,yes,F,3960
3470,1,15,biscuit,FT,depends,J,6766
3470,1,21,filler,FT,no,J,3605
3470,1,12,biscuit,TF,no,J,6495
3470,1,5,standard,TT,yes,F,3039
3470,1,6,standard,FT,depends,J,2407
3470,1,25,filler,TT,yes,F,4119
3470,1,10,biscuit,TT,yes,F,3639
3470,1,9,standard,FT,depends,J,3327
3470,1,23,filler,TT,yes,F,6024
3470,1,17,biscuit,TF,no,J,3415
3470,1,20,filler,TT,yes,F,4079
3470,1,7,standard,TT,yes,F,3927
3470,1,18,biscuit,FT,depends,F,4391
3470,1,2,standard,TF,no,J,3750
3470,1,27,filler,FT,no,F,3471
3470,1,13,biscuit,TT,yes,F,6055
3470,1,11,biscuit,TF,no,J,3033
3470,1,24,filler,FT,no,J,4639
3470,1,4,standard,TT,yes,F,3608
3470,1,3,standard,FT,depends,J,5007
3470,1,26,filler,TF,no,J,3415
3470,1,16,biscuit,FT,depends,F,4191
3470,1,14,biscuit,TF,no,J,3264
3470,1,19,filler,TF,no,J,3558
602,2,22,filler,TT,yes,F,7135
602,2,1,standard,TF,no,J,3121
602,2,8,standard,FT,depends,J,4209
602,2,15,biscuit,TT,yes,J,3599
602,2,21,filler,TT,yes,F,3021
602,2,12,biscuit,TT,yes,F,3912
602,2,5,standard,FT,depends,F,3140
602,2,6,standard,TT,yes,F,3447
602,2,25,filler,TF,no,J,4912
602,2,10,biscuit,TF,no,J,4092
602,2,9,standard,TT,yes,F,4321
602,2,23,filler,TT,yes,F,3929
602,2,17,biscuit,FT,depends,F,4252
602,2,20,filler,FT,no,J,3802
602,2,7,standard,TF,no,J,4391
602,2,18,biscuit,TT,yes,F,4351
602,2,2,standard,FT,depends,J,3528
602,2,27,filler,TT,yes,F,4148
602,2,13,biscuit,TF,no,J,3497
602,2,11,biscuit,FT,depends,J,6831
602,2,24,filler,TF,no,J,7375
602,2,4,standard,TF,no,J,5081
602,2,3,standard,TT,yes,F,3970
602,2,26,filler,FT,no,J,5537
