"Trial","TaskWAV","Selected","Correct","RT","Subj_ID","list","Group","log_RT"
"1","DET_Task_ihr-e_Lieblingsangel.wav","TARGET","1","1049","O5",4,2,6.9555926083963
"2","DET_Task_sein-e_Lieblingslampe.wav","TARGET","1","1373","O5",4,2,7.22475340576797
"3","DET_Task_ihr-0_Lieblingsfaecher.wav","TARGET","1","889","O5",4,2,6.7900972355139
"4","DET_Task_ihr-e_Lieblingszwiebel.wav","TARGET","1","1369","O5",4,2,7.22183582528845
"5","DET_Task_ihr-e_Lieblingskirsche.wav","TARGET","1","989","O5",4,2,6.89669433162271
"6","DET_Task_sein-0_Lieblingskaese.wav","TARGET","1","727","O5",4,2,6.58892647753352
"7","DET_Task_sein-0_Lieblingsbesen.wav","TARGET","1","716","O5",4,2,6.57368016696065
"8","DET_Task_sein-e_Lieblingsdusche.wav","TARGET","1","976","O5",4,2,6.88346258641309
"9","DET_Task_ihr-0_Lieblingsteller.wav","TARGET","1","672","O5",4,2,6.51025834052315
"10","DET_Task_ihr-0_Lieblingsapfel.wav","TARGET","1","852","O5",4,2,6.74758652682932
"11","DET_Task_ihr-e_Lieblingsavocado.wav","TARGET","1","1261","O5",4,2,7.13966033596492
"12","DET_Task_sein-e_Lieblingsgabel.wav","TARGET","1","698","O5",4,2,6.54821910276237
"13","DET_Task_sein-e_Lieblingswurst.wav","TARGET","1","1649","O5",4,2,7.4079243225596
"14","DET_Task_sein-0_Lieblingsdrachen.wav","TARGET","1","1990","O5",4,2,7.59588991771854
"15","DET_Task_ihr-0_Lieblingshut.wav","TARGET","1","1032","O5",4,2,6.93925394604151
"16","DET_Task_sein-e_Lieblingsmilch.wav","TARGET","1","835","O5",4,2,6.72743172485086
"17","DET_Task_ihr-0_Lieblingsloeffel.wav","TARGET","1","957","O5",4,2,6.86380339145295
"18","DET_Task_ihr-0_Lieblingsschuh.wav","TARGET","1","761","O5",4,2,6.63463335786169
"19","DET_Task_sein-e_Lieblingsfeder.wav","TARGET","1","954","O5",4,2,6.86066367144829
"20","DET_Task_ihr-0_Lieblingstrichter.wav","TARGET","1","984","O5",4,2,6.89162589705225
"21","DET_Task_ihr-0_Lieblingshammer.wav","TARGET","1","832","O5",4,2,6.72383244082121
"22","DET_Task_sein-e_Lieblingskerze.wav","TARGET","1","689","O5",4,2,6.53524127101366
"23","DET_Task_sein-0_Lieblingsschlitten.wav","Possessee_comp","0","706","O5",4,2,6.55961523749324
"24","DET_Task_sein-e_Lieblingskirsche.wav","TARGET","1","1300","O5",4,2,7.17011954344963
"25","DET_Task_ihr-0_Lieblingsmantel.wav","TARGET","1","1007","O5",4,2,6.91473089271856
"26","DET_Task_sein-0_Lieblingskalender.wav","TARGET","1","729","O5",4,2,6.59167373200866
"27","DET_Task_sein-e_Lieblingsharfe.wav","TARGET","1","1283","O5",4,2,7.15695636461564
"28","DET_Task_ihr-e_Lieblingsgeige.wav","TARGET","1","1172","O5",4,2,7.06646697013696
"29","DET_Task_sein-0_Lieblingskoffer.wav","TARGET","1","847","O5",4,2,6.74170069465205
"30","DET_Task_sein-0_Lieblingstraktor.wav","TARGET","1","613","O5",4,2,6.41836493593621
"31","DET_Task_sein-e_Lieblingstreppe.wav","TARGET","1","1057","O5",4,2,6.96318998587024
"32","DET_Task_ihr-0_Lieblingsspargel.wav","TARGET","1","872","O5",4,2,6.77078942390898
"33","DET_Task_sein-0_Lieblingsdiamant.wav","TARGET","1","787","O5",4,2,6.6682282484174
"34","DET_Task_sein-0_Lieblingsroboter.wav","TARGET","1","663","O5",4,2,6.49677499018586
"35","DET_Task_ihr-e_Lieblingssaege.wav","TARGET","1","1253","O5",4,2,7.13329595489607
"36","DET_Task_ihr-0_Lieblingskuerbis.wav","TARGET","1","903","O5",4,2,6.80572255341699
"37","DET_Task_sein-e_Lieblingsschnecke.wav","Possessee_comp","0","1144","O5",4,2,7.04228617193974
"38","DET_Task_ihr-e_Lieblingskerze.wav","TARGET","1","1182","O5",4,2,7.07496319796604
"39","DET_Task_sein-0_Lieblingstisch.wav","TARGET","1","980","O5",4,2,6.88755257166462
"40","DET_Task_ihr-e_Lieblingsqualle.wav","TARGET","1","1072","O5",4,2,6.97728134163075
"41","DET_Task_sein-0_Lieblingsfaecher.wav","TARGET","1","1457","O5",4,2,7.2841348061952
"42","DET_Task_sein-e_Lieblingszeitung.wav","TARGET","1","1032","O5",4,2,6.93925394604151
"43","DET_Task_sein-e_Lieblingsangel.wav","TARGET","1","851","O5",4,2,6.74641212857337
"44","DET_Task_ihr-e_Lieblingsbrille.wav","TARGET","1","1002","O5",4,2,6.90975328164481
"45","DET_Task_ihr-0_Lieblingskaese.wav","TARGET","1","1101","O5",4,2,7.00397413672268
"46","DET_Task_ihr-e_Lieblingswurst.wav","TARGET","1","989","O5",4,2,6.89669433162271
"47","DET_Task_sein-e_Lieblingstrompete.wav","TARGET","1","849","O5",4,2,6.74405918631135
"48","DET_Task_ihr-e_Lieblingskuh.wav","TARGET","1","1518","O5",4,2,7.32514895795557
"49","DET_Task_ihr-e_Lieblingsschaufel.wav","TARGET","1","1063","O5",4,2,6.96885037834195
"50","DET_Task_sein-e_Lieblingsglocke.wav","TARGET","1","1579","O5",4,2,7.36454701425564
"51","DET_Task_sein-0_Lieblingskuerbis.wav","TARGET","1","867","O5",4,2,6.76503897678054
"52","DET_Task_ihr-0_Lieblingskoffer.wav","TARGET","1","1106","O5",4,2,7.00850518208228
"53","DET_Task_ihr-0_Lieblingsfuchs.wav","TARGET","1","1052","O5",4,2,6.95844839329766
"54","DET_Task_sein-0_Lieblingsnagel.wav","TARGET","1","597","O5",4,2,6.3919171133926
"55","DET_Task_ihr-0_Lieblingsteppich.wav","TARGET","1","689","O5",4,2,6.53524127101366
"56","DET_Task_sein-0_Lieblingszirkel.wav","TARGET","1","657","O5",4,2,6.48768401848461
"57","DET_Task_ihr-e_Lieblingsraupe.wav","Possessee_comp","0","1173","O5",4,2,7.06731984865348
"58","DET_Task_ihr-e_Lieblingsweste.wav","TARGET","1","1070","O5",4,2,6.97541392745595
"59","DET_Task_ihr-0_Lieblingskalender.wav","TARGET","1","649","O5",4,2,6.47543271670409
"60","DET_Task_sein-e_Lieblingskette.wav","TARGET","1","999","O5",4,2,6.90675477864855
"61","DET_Task_ihr-0_Lieblingspinguin.wav","TARGET","1","1020","O5",4,2,6.92755790627832
"62","DET_Task_ihr-0_Lieblingsknoten.wav","TARGET","1","885","O5",4,2,6.78558764500793
"63","DET_Task_sein-0_Lieblingswuerfel.wav","TARGET","1","627","O5",4,2,6.44094654063292
"64","DET_Task_ihr-0_Lieblingspinsel.wav","TARGET","1","1100","O5",4,2,7.00306545878646
"65","DET_Task_ihr-0_Lieblingsdelfin.wav","TARGET","1","591","O5",4,2,6.3818160174061
"66","DET_Task_sein-0_Lieblingsguertel.wav","TARGET","1","580","O5",4,2,6.36302810354046
"67","DET_Task_ihr-e_Lieblingsschnecke.wav","TARGET","1","987","O5",4,2,6.89467003943348
"68","DET_Task_ihr-0_Lieblingsdrache.wav","TARGET","1","1211","O5",4,2,7.09920174355309
"69","DET_Task_ihr-0_Lieblingstoaster.wav","TARGET","1","1603","O5",4,2,7.37963215260955
"70","DET_Task_sein-e_Lieblingsavocado.wav","Possessee_comp","0","1174","O5",4,2,7.06817200038804
"71","DET_Task_sein-e_Lieblingskatze.wav","TARGET","1","1361","O5",4,2,7.21597500265147
"72","DET_Task_ihr-e_Lieblingskette.wav","TARGET","1","1338","O5",4,2,7.19893124068817
"73","DET_Task_ihr-0_Lieblingsroboter.wav","TARGET","1","1031","O5",4,2,6.93828448401696
"74","DET_Task_ihr-e_Lieblingssaeule.wav","TARGET","1","1266","O5",4,2,7.14361760270412
"75","DET_Task_sein-0_Lieblingsteller.wav","TARGET","1","885","O5",4,2,6.78558764500793
"76","DET_Task_sein-0_Lieblingskegel.wav","TARGET","1","414","O5",4,2,6.02586597382531
"77","DET_Task_ihr-e_Lieblingsmuenze.wav","TARGET","1","1230","O5",4,2,7.11476944836646
"78","DET_Task_sein-e_Lieblingsschuerze.wav","TARGET","1","1154","O5",4,2,7.05098944706805
"79","DET_Task_ihr-e_Lieblingsfeder.wav","TARGET","1","1818","O5",4,2,7.50549227473742
"80","DET_Task_sein-0_Lieblingsapfel.wav","TARGET","1","1304","O5",4,2,7.1731917424866
"81","DET_Task_ihr-0_Lieblingstisch.wav","TARGET","1","1630","O5",4,2,7.39633529380081
"82","DET_Task_sein-e_Lieblingstasse.wav","TARGET","1","1198","O5",4,2,7.08840877867539
"83","DET_Task_ihr-0_Lieblingsguertel.wav","TARGET","1","910","O5",4,2,6.8134445995109
"84","DET_Task_ihr-e_Lieblingskatze.wav","TARGET","1","1243","O5",4,2,7.12528309151071
"85","DET_Task_sein-0_Lieblingshut.wav","TARGET","1","1337","O5",4,2,7.19818357710194
"86","DET_Task_sein-e_Lieblingszwiebel.wav","TARGET","1","1344","O5",4,2,7.20340552108309
"87","DET_Task_sein-e_Lieblingsantenne.wav","TARGET","1","1819","O5",4,2,7.50604217851812
"88","DET_Task_ihr-e_Lieblingspizza.wav","TARGET","1","1091","O5",4,2,6.99484998583307
"89","DET_Task_ihr-e_Lieblingstreppe.wav","TARGET","1","1422","O5",4,2,7.25981961036319
"90","DET_Task_sein-e_Lieblingsgeige.wav","Possessee_comp","0","967","O5",4,2,6.87419849545329
"91","DET_Task_sein-0_Lieblingspullover.wav","TARGET","1","1189","O5",4,2,7.08086789669078
"92","DET_Task_sein-0_Lieblingssessel.wav","TARGET","1","727","O5",4,2,6.58892647753352
"93","DET_Task_ihr-e_Lieblingsmaus.wav","TARGET","1","1244","O5",4,2,7.12608727329912
"94","DET_Task_ihr-e_Lieblingsschere.wav","TARGET","1","929","O5",4,2,6.83410873881384
"96","DET_Task_sein-e_Lieblingspfeife.wav","TARGET","1","881","O5",4,2,6.78105762593618
"97","DET_Task_sein-0_Lieblingsspargel.wav","TARGET","1","622","O5",4,2,6.43294009273918
"98","DET_Task_ihr-0_Lieblingshonig.wav","TARGET","1","960","O5",4,2,6.86693328446188
"99","DET_Task_sein-e_Lieblingskuh.wav","TARGET","1","1394","O5",4,2,7.23993259132047
"100","DET_Task_sein-e_Lieblingstrommel.wav","TARGET","1","920","O5",4,2,6.82437367004309
"101","DET_Task_sein-0_Lieblingsspiegel.wav","TARGET","1","895","O5",4,2,6.79682371827486
"102","DET_Task_ihr-e_Lieblingsameise.wav","TARGET","1","1087","O5",4,2,6.99117688712121
"103","DET_Task_ihr-e_Lieblingskruecke.wav","TARGET","1","1907","O5",4,2,7.55328660560042
"104","DET_Task_sein-0_Lieblingsring.wav","TARGET","1","776","O5",4,2,6.65415252018322
"1","DET_Task_ihr-e_Lieblingsschaufel.wav","TARGET","1","2127","Y3",2,1,7.66246781520024
"2","DET_Task_sein-e_Lieblingspfeife.wav","TARGET","1","1337","Y3",2,1,7.19818357710194
"3","DET_Task_sein-0_Lieblingssessel.wav","TARGET","1","1292","Y3",2,1,7.16394668434255
"4","DET_Task_sein-0_Lieblingsbesen.wav","TARGET","1","871","Y3",2,1,6.7696419768525
"5","DET_Task_ihr-0_Lieblingsroboter.wav","TARGET","1","1017","Y3",2,1,6.92461239604856
"6","DET_Task_sein-0_Lieblingsapfel.wav","TARGET","1","814","Y3",2,1,6.70196036600254
"7","DET_Task_ihr-0_Lieblingsteller.wav","TARGET","1","832","Y3",2,1,6.72383244082121
"8","DET_Task_sein-e_Lieblingsschnecke.wav","TARGET","1","982","Y3",2,1,6.88959130835447
"9","DET_Task_sein-0_Lieblingstraktor.wav","TARGET","1","1089","Y3",2,1,6.99301512293296
"10","DET_Task_ihr-0_Lieblingsdrache.wav","TARGET","1","975","Y3",2,1,6.88243747099785
"11","DET_Task_sein-0_Lieblingskegel.wav","TARGET","1","1026","Y3",2,1,6.93342302573071
"12","DET_Task_sein-e_Lieblingskuh.wav","TARGET","1","1877","Y3",2,1,7.53743003658651
"13","DET_Task_sein-e_Lieblingsavocado.wav","TARGET","1","1071","Y3",2,1,6.97634807044775
"14","DET_Task_ihr-e_Lieblingspizza.wav","TARGET","1","1036","Y3",2,1,6.94312242281943
"15","DET_Task_ihr-0_Lieblingshammer.wav","TARGET","1","1304","Y3",2,1,7.1731917424866
"16","DET_Task_ihr-e_Lieblingsfeder.wav","TARGET","1","1055","Y3",2,1,6.96129604591017
"17","DET_Task_sein-0_Lieblingstisch.wav","TARGET","1","663","Y3",2,1,6.49677499018586
"18","DET_Task_ihr-e_Lieblingsgeige.wav","TARGET","1","1210","Y3",2,1,7.09837563859079
"19","DET_Task_ihr-0_Lieblingsmantel.wav","TARGET","1","1000","Y3",2,1,6.90775527898214
"20","DET_Task_sein-0_Lieblingspullover.wav","TARGET","1","608","Y3",2,1,6.41017488196617
"21","DET_Task_ihr-e_Lieblingskatze.wav","TARGET","1","923","Y3",2,1,6.82762923450285
"22","DET_Task_sein-0_Lieblingskoffer.wav","TARGET","1","383","Y3",2,1,5.94803498918065
"23","DET_Task_sein-0_Lieblingskaese.wav","TARGET","1","557","Y3",2,1,6.32256523992728
"24","DET_Task_ihr-e_Lieblingskruecke.wav","TARGET","1","1117","Y3",2,1,7.0184017990692
"25","DET_Task_ihr-0_Lieblingsapfel.wav","TARGET","1","702","Y3",2,1,6.55393340402581
"26","DET_Task_sein-0_Lieblingsschuh.wav","TARGET","1","661","Y3",2,1,6.49375383985169
"27","DET_Task_ihr-e_Lieblingszwiebel.wav","TARGET","1","949","Y3",2,1,6.85540879860993
"28","DET_Task_sein-e_Lieblingsdusche.wav","TARGET","1","1027","Y3",2,1,6.93439720992856
"29","DET_Task_ihr-0_Lieblingsguertel.wav","TARGET","1","703","Y3",2,1,6.55535689181067
"30","DET_Task_ihr-0_Lieblingsdelfin.wav","TARGET","1","1262","Y3",2,1,7.14045304310116
"31","DET_Task_sein-e_Lieblingslampe.wav","TARGET","1","988","Y3",2,1,6.89568269774787
"32","DET_Task_ihr-e_Lieblingskirsche.wav","TARGET","1","735","Y3",2,1,6.59987049921284
"33","DET_Task_ihr-e_Lieblingskerze.wav","TARGET","1","1044","Y3",2,1,6.95081476844258
"34","DET_Task_sein-0_Lieblingsring.wav","TARGET","1","720","Y3",2,1,6.5792512120101
"35","DET_Task_sein-0_Lieblingsschlitten.wav","TARGET","1","418","Y3",2,1,6.03548143252476
"36","DET_Task_sein-e_Lieblingsgeige.wav","TARGET","1","894","Y3",2,1,6.79570577517351
"37","DET_Task_ihr-e_Lieblingswurst.wav","TARGET","1","797","Y3",2,1,6.68085467879022
"38","DET_Task_sein-e_Lieblingsgabel.wav","TARGET","1","374","Y3",2,1,5.92425579741453
"39","DET_Task_ihr-e_Lieblingstreppe.wav","TARGET","1","665","Y3",2,1,6.49978704065585
"40","DET_Task_sein-e_Lieblingszeitung.wav","TARGET","1","418","Y3",2,1,6.03548143252476
"41","DET_Task_sein-e_Lieblingstasse.wav","TARGET","1","598","Y3",2,1,6.39359075395063
"42","DET_Task_ihr-0_Lieblingspinguin.wav","TARGET","1","1021","Y3",2,1,6.92853781816467
"43","DET_Task_sein-e_Lieblingszwiebel.wav","TARGET","1","859","Y3",2,1,6.75576892198425
"44","DET_Task_ihr-0_Lieblingsfaecher.wav","TARGET","1","846","Y3",2,1,6.74051935960622
"45","DET_Task_ihr-e_Lieblingsavocado.wav","Possessee_comp","0","749","Y3",2,1,6.61873898351722
"46","DET_Task_ihr-e_Lieblingsschere.wav","TARGET","1","836","Y3",2,1,6.7286286130847
"47","DET_Task_sein-0_Lieblingsspargel.wav","TARGET","1","520","Y3",2,1,6.25382881157547
"48","DET_Task_sein-e_Lieblingskirsche.wav","TARGET","1","872","Y3",2,1,6.77078942390898
"49","DET_Task_ihr-0_Lieblingspinsel.wav","TARGET","1","1254","Y3",2,1,7.13409372119287
"50","DET_Task_sein-e_Lieblingskerze.wav","TARGET","1","598","Y3",2,1,6.39359075395063
"51","DET_Task_ihr-e_Lieblingsweste.wav","TARGET","1","607","Y3",2,1,6.4085287910595
"52","DET_Task_sein-0_Lieblingsguertel.wav","TARGET","1","772","Y3",2,1,6.64898455002478
"53","DET_Task_sein-0_Lieblingsdrachen.wav","TARGET","1","1071","Y3",2,1,6.97634807044775
"54","DET_Task_ihr-0_Lieblingsschuh.wav","TARGET","1","389","Y3",2,1,5.96357934361845
"55","DET_Task_sein-0_Lieblingsspiegel.wav","TARGET","1","1083","Y3",2,1,6.98749024700099
"56","DET_Task_sein-e_Lieblingsantenne.wav","TARGET","1","953","Y3",2,1,6.8596149036542
"57","DET_Task_ihr-0_Lieblingstisch.wav","TARGET","1","607","Y3",2,1,6.4085287910595
"58","DET_Task_sein-0_Lieblingszirkel.wav","TARGET","1","267","Y3",2,1,5.58724865840025
"59","DET_Task_sein-e_Lieblingsschuerze.wav","TARGET","1","875","Y3",2,1,6.77422388635761
"60","DET_Task_ihr-0_Lieblingshut.wav","TARGET","1","767","Y3",2,1,6.64248680136726
"61","DET_Task_ihr-0_Lieblingskaese.wav","TARGET","1","547","Y3",2,1,6.30444880242198
"62","DET_Task_ihr-e_Lieblingsraupe.wav","TARGET","1","721","Y3",2,1,6.58063913728495
"63","DET_Task_sein-e_Lieblingskatze.wav","TARGET","1","751","Y3",2,1,6.62140565176413
"64","DET_Task_sein-0_Lieblingsfaecher.wav","TARGET","1","537","Y3",2,1,6.28599809450886
"65","DET_Task_ihr-0_Lieblingsloeffel.wav","TARGET","1","763","Y3",2,1,6.63725803128446
"66","DET_Task_sein-e_Lieblingsglocke.wav","TARGET","1","484","Y3",2,1,6.18208490671663
"67","DET_Task_sein-0_Lieblingsroboter.wav","TARGET","1","576","Y3",2,1,6.35610766069589
"68","DET_Task_ihr-e_Lieblingsameise.wav","TARGET","1","846","Y3",2,1,6.74051935960622
"69","DET_Task_sein-e_Lieblingskette.wav","TARGET","1","744","Y3",2,1,6.61204103483309
"70","DET_Task_ihr-e_Lieblingskuh.wav","TARGET","1","767","Y3",2,1,6.64248680136726
"71","DET_Task_sein-e_Lieblingswurst.wav","TARGET","1","682","Y3",2,1,6.52502965784346
"72","DET_Task_ihr-0_Lieblingshonig.wav","TARGET","1","1063","Y3",2,1,6.96885037834195
"73","DET_Task_sein-0_Lieblingsnagel.wav","TARGET","1","440","Y3",2,1,6.08677472691231
"74","DET_Task_sein-e_Lieblingsangel.wav","TARGET","1","813","Y3",2,1,6.70073110954781
"75","DET_Task_ihr-e_Lieblingsqualle.wav","TARGET","1","761","Y3",2,1,6.63463335786169
"76","DET_Task_ihr-0_Lieblingstoaster.wav","TARGET","1","749","Y3",2,1,6.61873898351722
"77","DET_Task_ihr-0_Lieblingsteppich.wav","TARGET","1","1356","Y3",2,1,7.21229446850034
"78","DET_Task_sein-e_Lieblingstreppe.wav","TARGET","1","734","Y3",2,1,6.59850902861452
"79","DET_Task_ihr-0_Lieblingskoffer.wav","TARGET","1","491","Y3",2,1,6.19644412779452
"80","DET_Task_ihr-0_Lieblingskuerbis.wav","Possessee_comp","0","787","Y3",2,1,6.6682282484174
"81","DET_Task_sein-e_Lieblingstrommel.wav","TARGET","1","1184","Y3",2,1,7.07665381544395
"82","DET_Task_ihr-0_Lieblingsfuchs.wav","TARGET","1","583","Y3",2,1,6.36818718635049
"83","DET_Task_sein-e_Lieblingsharfe.wav","TARGET","1","762","Y3",2,1,6.63594655568665
"84","DET_Task_sein-0_Lieblingsdiamant.wav","TARGET","1","692","Y3",2,1,6.53958595561767
"85","DET_Task_sein-0_Lieblingskalender.wav","TARGET","1","615","Y3",2,1,6.42162226780652
"86","DET_Task_ihr-0_Lieblingsknoten.wav","TARGET","1","1188","Y3",2,1,7.08002649992259
"87","DET_Task_ihr-0_Lieblingstrichter.wav","TARGET","1","886","Y3",2,1,6.78671695060508
"88","DET_Task_sein-0_Lieblingswuerfel.wav","TARGET","1","542","Y3",2,1,6.29526600143965
"89","DET_Task_ihr-e_Lieblingsbrille.wav","TARGET","1","857","Y3",2,1,6.75343791859778
"90","DET_Task_sein-0_Lieblingshut.wav","TARGET","1","487","Y3",2,1,6.18826412308259
"91","DET_Task_sein-e_Lieblingsmilch.wav","TARGET","1","704","Y3",2,1,6.55677835615804
"92","DET_Task_ihr-e_Lieblingsschnecke.wav","TARGET","1","785","Y3",2,1,6.66568371778241
"93","DET_Task_ihr-e_Lieblingssaeule.wav","TARGET","1","738","Y3",2,1,6.60394382460047
"94","DET_Task_sein-0_Lieblingskuerbis.wav","TARGET","1","690","Y3",2,1,6.5366915975913
"95","DET_Task_ihr-0_Lieblingsspargel.wav","TARGET","1","365","Y3",2,1,5.89989735358249
"96","DET_Task_sein-e_Lieblingsfeder.wav","TARGET","1","652","Y3",2,1,6.48004456192665
"97","DET_Task_ihr-e_Lieblingsmuenze.wav","TARGET","1","1042","Y3",2,1,6.94889722231331
"98","DET_Task_sein-0_Lieblingsteller.wav","TARGET","1","676","Y3",2,1,6.51619307604296
"99","DET_Task_ihr-e_Lieblingskette.wav","TARGET","1","646","Y3",2,1,6.4707995037826
"100","DET_Task_ihr-e_Lieblingsmaus.wav","TARGET","1","679","Y3",2,1,6.5206211275587
"101","DET_Task_sein-e_Lieblingstrompete.wav","TARGET","1","407","Y3",2,1,6.00881318544259
"102","DET_Task_ihr-0_Lieblingskalender.wav","TARGET","1","533","Y3",2,1,6.27852142416584
"103","DET_Task_ihr-e_Lieblingssaege.wav","TARGET","1","606","Y3",2,1,6.40687998606931
"104","DET_Task_ihr-e_Lieblingsangel.wav","TARGET","1","742","Y3",2,1,6.60934924316738
